Text,Sentiment
This is shameful.,negative
I'm feeling pessimistic.,negative
This is wholly insufficient.,negative
I'm so infuriated.,negative
This is a travesty of justice.,negative
I'm losing all hope.,negative
This is wretchedly deficient.,negative
I recoil from this.,negative
This is nauseating.,negative
I'm so despondent.,negative
This is contemptible.,negative
I'm feeling somber.,negative
This is utterly deficient.,negative
I'm so indignant.,negative
This is a parody.,negative
I'm on the verge of collapse.,negative
This is deplorably substandard.,negative
I'm repulsed by this.,negative
This is offensive.,negative
I'm so forlorn.,negative
This is despicable.,negative
I'm feeling heavy-hearted.,negative
This is patently deficient.,negative
I'm so resentful.,negative
This is a travesty of fairness.,negative
I'm sinking into despair.,negative
This is lamentably deficient.,negative
I'm sickened by this.,negative
This is revolting.,negative
I'm so dejected.,negative
This is ignominious.,negative
I'm feeling morose.,negative
This is abysmally deficient.,negative
I'm so wrathful.,negative
This is a travesty of decency.,negative
I absolutely despise this.,negative
This is the worst thing ever.,negative
I'm deeply disappointed.,negative
This product is utterly useless.,negative
Nothing is going right for me today.,negative
I can't believe how awful this is.,negative
Everything about the design is beneficial.,positive
It's a lovely morning!,positive
It's a warm day!,positive
The theater is filled with laughter.,positive
Everything about the company is effective.,positive
The child is funny.,positive
The theater is filled with joy.,positive
The child is helpful.,positive
I feel happy about the outcome.,positive
It's a sunny evening!,positive
This game is uplifting!,positive
The hero is talented.,positive
I feel content about the outcome.,positive
Everything about the team is helpful.,positive
The hero is funny.,positive
Everything about the design is organized.,positive
Everything about the weather is organized.,positive
The surprise is perfect!,positive
Everything about the product is well-made.,positive
Everything about the plan is beneficial.,positive
This achievement is satisfying!,positive
I feel excited about the challenge.,positive
The child is generous.,positive
It's a sunny morning!,positive
This achievement is enjoyable!,positive
This celebration is enjoyable!,positive
This concert is satisfying!,positive
I feel content about the memory.,positive
This party is thrilling!,positive
It's a lovely day!,positive
Everything about the product is successful.,positive
This celebration is satisfying!,positive
The theater is filled with positivity.,positive
The sky is filled with sunshine.,positive
The colleague is brave.,positive
The food is delightful!,positive
The teacher is creative.,positive
This achievement is satisfying!,positive
The surprise is delightful!,positive
Everything about the company is innovative.,positive
This meeting is exciting!,positive
The artist is generous.,positive
The music is stunning!,positive
Everything about the product is helpful.,positive
The beach is filled with positivity.,positive
I feel excited about the experience.,positive
Everything about the team is beneficial.,positive
The teacher is strong.,positive
Everything about the company is beneficial.,positive
This discovery is inspiring!,positive
The colleague is brave.,positive
Everything about the product is successful.,positive
This discovery is inspiring!,positive
Everything about the company is effective.,positive
This party is enjoyable!,positive
It's a warm day!,positive
Everything about the weather is successful.,positive
I feel happy about the effort.,positive
It's a warm day!,positive
Everything about the company is beneficial.,positive
The home is filled with positivity.,positive
I feel optimistic about the future.,positive
This meeting is pleasurable!,positive
The concert hall is filled with laughter.,positive
It's a lovely evening!,positive
This party is satisfying!,positive
Everything about the company is helpful.,positive
I feel excited about the opportunity.,positive
The gift is wonderful!,positive
Everything about the design is beneficial.,positive
I feel happy about the effort.,positive
I feel loved about the experience.,positive
I feel optimistic about the experience.,positive
This achievement is satisfying!,positive
The child is compassionate.,positive
This party is enjoyable!,positive
